"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
593428,"Bogaerts, Xander",1188,0.9020501138952164,938,"72.23782931",0.265993265993266,0.35501066098081024,0.2803030303030303,0.14712153518123666,0.11616161616161616,"7.35985362",31,-31.391885359437662,250,0.21043771043771045,539,0.4537037037037037
650489,"Castro, Willi",1400,0.9026434558349452,1009,"72.212416671",0.24214285714285713,0.26461843409316155,0.19071428571428573,0.11694747274529237,0.08428571428571428,"7.2835579",21,-32.50389631282515,391,0.2792857142857143,438,0.31285714285714283
502671,"Goldschmidt, Paul",1354,0.9117845117845118,1074,"72.205639069",0.19571639586410633,0.3286778398510242,0.26070901033973415,0.15176908752327747,0.12038404726735598,"7.574542046",12,-11.549621398982309,280,0.206794682422452,538,0.397341211225997
642715,"Adames, Willy",1800,0.9040683073832245,1328,"72.157341844",0.21833333333333338,0.29593373493975905,0.21833333333333332,0.1197289156626506,0.08833333333333333,"8.153691256",24,-28.505244923033743,472,0.26222222222222225,629,0.34944444444444445
665966,"Narváez, Carlos",1132,0.9048760991207034,826,"72.134981104",0.2014134275618375,0.33292978208232443,0.24293286219081273,0.14043583535108958,0.10247349823321555,"7.567943896",25,-26.94976556147318,306,0.2703180212014134,370,0.32685512367491165
669477,"Schmitt, Casey",1229,0.9043414275202355,960,"72.122009894",0.24654190398698136,0.321875,0.25142392188771356,0.15625,0.12205044751830757,"7.544291025",19,-16.560514804087028,269,0.21887713588283156,467,0.3799837266069976
663616,"Larnach, Trevor",1291,0.9046951646811493,939,"72.106694508",0.22153369481022467,0.3610223642172524,0.26258714175058095,0.16080937167199147,0.11696359411309062,"7.255168226",27,-22.858731313533404,352,0.2726568551510457,523,0.4051123160340821
665019,"Clemens, Kody",1227,0.9062038404726735,944,"72.075532698",0.15403422982885087,0.3622881355932203,0.2787286063569682,0.18114406779661016,0.1393643031784841,"7.220817172",18,-17.23343974382883,283,0.2306438467807661,453,0.3691931540342298
678246,"Vargas, Miguel",1581,0.9034285714285715,1295,"72.057202562",0.25173940543959517,0.35135135135135137,0.28779253636938645,0.15135135135135136,0.12397216951296648,"7.665933827",20,-31.912026144872335,286,0.18089816571790007,625,0.3953194180898166
553993,"Suárez, Eugenio",1607,0.8987695749440716,1109,"72.046818171",0.24082140634723087,0.3011722272317403,0.20784069695084006,0.1406672678088368,0.0970752955818295,"7.791879359",81,-6.99908892133474,498,0.3098942128189172,506,0.3148724331051649
681351,"O'Hoppe, Logan",1180,0.9000762776506483,832,"72.036890093",0.22203389830508474,0.328125,0.23135593220338982,0.16706730769230768,0.11779661016949153,"7.580307102",29,-42.6110011356757,348,0.29491525423728815,400,0.3389830508474576
672275,"Bailey, Patrick",1098,0.9022185702547247,808,"72.016084763",0.21766848816029138,0.30816831683168316,0.226775956284153,0.12871287128712872,0.0947176684881603,"7.302202641",19,-44.79960505111966,290,0.2641165755919854,392,0.3570127504553734
